1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,30,40,50,75,100,200,300
0.0,9.922406778988311e-08,2.891930557585139e-05,2.889783694232193e-05,0.0001653574727449527,0.00016089238969440797,0.00016078368119867885,0.00014306625435844947,0.0001430318964141969,0.0001430318964141969,0.0001400819325097896,0.0001400777884833818,0.0001401904799274866,0.00014008266541483579,0.00014007723392112033,0.0001388594839982445,0.00013884608791493876,0.00013886263062883814,1.3819063911016718e-05,1.1811146420643018e-05,1.1781003969456346e-05,1.1811146420643018e-05,1.1827689134542402e-05,1.1805400824764936e-05,1.1810444580645895e-05,9.369900979013259e-06,6.533266769958697e-06,3.3818236965163684e-08,0.0011430941896517508,0.0011431298318577302,0.0011432022686487775,0.0011432022686487775
