1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,30,40,50,75,100,200,300
0.0,0.0,0.0,5.880257172743344e-35,0.0,0.0,0.0,0.0,0.0,3.47053526444087e-22,0.0,4.479058717523471e-37,7.520742884096047e-68,0.0,9.60823037299751e-60,2.7947786568476314e-07,3.2301670232704746e-07,1.3341128858370238e-05,3.2301670232716197e-07,3.2301670232704746e-07,2.794778659290882e-07,5.8285497218051955e-08,2.1536529533391257e-08,1.3115763008345361e-05,9.765085230217101e-08,2.154518624444171e-08,5.411201559880462e-08,5.578943207693808e-05,5.58077415445092e-05,0.0003700556090838223,0.0003700556090838223,0.0003700556090838223
