pid,block,delays,score,trial_index,trial_time,clicks,n_clicks,stim_i
80,test,"[0, 0]",37.0,20,8828.0,[4],1,52
80,test,"[0, 0, 0, 0, 0, 0, 0]",30.0,21,8704.0,"[4, 11, 12, 7, 8, 3]",6,38
80,test,"[0, 0]",51.0,22,10299.0,[12],1,34
80,test,"[0, 0]",51.0,23,15144.0,[8],1,36
80,test,"[0, 0, 0, 0, 0, 0]",31.0,24,8137.0,"[7, 3, 4, 11, 12]",5,10
80,test,"[0, 0, 0, 0, 0, 0]",49.0,25,20972.0,"[11, 3, 4, 8, 7]",5,28
80,test,"[0, 0, 0, 0, 0, 0, 0]",24.0,26,11258.0,"[8, 7, 3, 4, 11, 12]",6,45
80,test,"[0, 0, 0]",40.0,27,11384.0,"[4, 3]",2,37
80,test,"[0, 0, 0, 0, 0, 0]",49.0,28,16608.0,"[7, 8, 3, 4, 11]",5,58
80,test,"[0, 0]",47.0,29,8504.0,[11],1,18
81,training,"[3, 0, 2, 34]",-45.0,0,61101.0,"[9, 11, 4]",3,37
81,training,"[0, 3, 0, 3, 2]",-28.0,1,58991.0,"[11, 9, 3, 1]",4,26
81,training,[42],-30.0,2,53244.0,[],0,45
81,training,"[0, 40]",17.0,3,51669.0,[3],1,48
81,training,[42],-28.0,4,65978.0,[],0,38
81,training,"[0, 0, 2, 2, 2, 2, 4]",30.0,5,28490.0,"[11, 12, 8, 7, 3, 4]",6,47
81,training,"[0, 0, 16]",16.0,6,25753.0,"[11, 12]",2,39
81,training,"[0, 2, 2, 2, 2, 3, 3, 3, 3, 0]",47.0,7,40190.0,"[4, 11, 12, 8, 7, 3, 2, 10, 6]",9,33
81,training,"[0, 2, 3, 0]",55.0,8,13509.0,"[3, 2, 1]",3,9
81,training,"[0, 0, 0, 2, 0]",44.0,9,12996.0,"[11, 12, 8, 6]",4,59
81,test,"[0, 0, 0, 0, 0, 0, 0]",32.0,10,12247.0,"[11, 12, 8, 7, 3, 4]",6,52
81,test,"[0, 0, 0, 0]",37.0,11,10688.0,"[4, 3, 7]",3,42
81,test,"[0, 0]",47.0,12,8602.0,[11],1,18
81,test,"[0, 0, 0, 0, 0, 0, 0]",24.0,13,9591.0,"[11, 12, 8, 7, 3, 4]",6,55
81,test,"[0, 0, 0, 0]",41.0,14,8336.0,"[4, 3, 11]",3,17
81,test,"[0, 0, 0]",42.0,15,8922.0,"[12, 11]",2,53
81,test,"[0, 0, 0, 0, 0, 0, 0]",18.0,16,10029.0,"[11, 4, 3, 7, 8, 12]",6,12
81,test,"[0, 0, 0, 0, 0]",50.0,17,11445.0,"[11, 4, 12, 8]",4,13
81,test,"[0, 0, 0, 0, 0]",44.0,18,10799.0,"[4, 3, 11, 12]",4,56
81,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",14.0,19,16281.0,"[11, 4, 3, 12, 8, 7, 6, 5, 9, 10, 2, 1]",12,31
81,test,"[0, 0, 0, 0]",49.0,20,8437.0,"[4, 3, 7]",3,50
81,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",12.0,21,10032.0,"[4, 3, 11, 12, 8, 7, 6, 5, 2, 1]",10,14
81,test,"[0, 0, 0, 0]",45.0,22,10043.0,"[4, 3, 11]",3,40
81,test,"[0, 0, 0, 0, 0]",50.0,23,9556.0,"[11, 4, 12, 8]",4,43
81,test,"[0, 0, 0]",54.0,24,10036.0,"[4, 11]",2,4
81,test,"[0, 0, 0, 0, 0]",50.0,25,8924.0,"[4, 11, 3, 7]",4,28
81,test,"[0, 0, 0]",52.0,26,9548.0,"[4, 11]",2,44
81,test,"[0, 0, 0, 0]",49.0,27,10584.0,"[4, 11, 12]",3,34
81,test,"[0, 0, 0, 0, 0, 0, 0]",32.0,28,18945.0,"[11, 4, 3, 7, 12, 8]",6,5
81,test,"[0, 0]",47.0,29,9660.0,[11],1,15
82,training,[],25.0,0,23868.0,"[9, 1, 5, 2, 10]",5,32
82,training,[],54.0,1,10417.0,"[1, 9, 5, 2, 4, 3]",6,0
82,training,[],40.0,2,10415.0,"[9, 1, 5, 6, 7, 8]",6,25
82,training,[],16.0,3,39583.0,"[9, 1, 5, 2, 3, 4]",6,56
82,training,[],38.0,4,18695.0,"[9, 1, 5, 10, 12, 11]",6,36
82,training,[],54.0,5,9208.0,"[9, 1, 5, 10, 11, 12]",6,37
82,training,[],20.0,6,13749.0,"[9, 1, 5, 2, 3, 4, 10, 6, 11, 12]",10,45
82,training,[],52.0,7,10236.0,"[9, 1, 5, 2, 4, 3]",6,23
82,training,[],45.0,8,13386.0,"[9, 1, 5, 2, 3, 4, 6, 7, 8]",9,43
82,training,[],42.0,9,13858.0,"[9, 1, 5, 2, 3, 4]",6,35
82,test,[],50.0,10,10132.0,"[9, 1, 5, 10, 11, 12]",6,42
82,test,[],23.0,11,11287.0,"[9, 1, 5, 10, 2, 4, 3]",7,50
82,test,[],42.0,12,17362.0,"[9, 1, 5, 10, 11, 12, 2, 3]",8,1
82,test,[],16.0,13,13998.0,"[9, 1, 5, 2, 3, 4, 10, 6, 7, 8]",10,31
82,test,[],24.0,14,9236.0,"[9, 1, 5, 6, 8, 7]",6,46
82,test,[],40.0,15,13925.0,"[9, 1, 5, 2, 10, 6, 4, 3]",8,26
82,test,[],52.0,16,8874.0,"[9, 10, 11, 12]",4,57
82,test,[],35.0,17,17783.0,"[1, 5, 9, 10, 2, 6, 4, 3, 11]",9,2
82,test,[],42.0,18,14921.0,"[1, 5, 9, 10, 11, 2]",6,40
82,test,[],52.0,19,10133.0,"[1, 9, 5, 2, 4, 3]",6,9
82,test,[],55.0,20,9585.0,"[9, 1, 5, 6, 7]",5,22
82,test,[],56.0,21,8775.0,"[9, 10, 11, 12]",4,47
82,test,[],12.0,22,22930.0,"[9, 5, 1, 6, 7, 8, 10, 11, 12, 2]",10,14
82,test,[],12.0,23,21434.0,"[1, 5, 9, 10, 2, 4, 3, 6, 7, 8, 11, 12]",12,12
82,test,[],13.0,24,14776.0,"[9, 5, 1, 2, 4, 3, 10, 11, 12]",9,3
82,test,[],46.0,25,11695.0,"[9, 5, 1, 2, 4, 3, 10, 11]",8,58
82,test,[],28.0,26,8745.0,"[9, 5, 1, 6, 7, 8]",6,8
82,test,[],50.0,27,11873.0,"[1, 5, 9, 2, 6, 4]",6,54
82,test,[],22.0,28,12563.0,"[5, 6, 7, 8, 1, 2, 3, 4]",8,11
82,test,[],14.0,29,13392.0,"[9, 10, 1, 2, 5, 6, 7, 8, 3, 4]",10,53
83,training,[],46.0,0,19776.0,"[5, 6, 7, 8, 9, 10, 1, 2, 3, 4]",10,20
83,training,[],36.0,1,16273.0,"[11, 12, 9, 10, 7, 8, 3, 4]",8,2
83,training,[],24.0,2,19241.0,"[7, 8, 12, 11, 4, 3, 2, 10, 6, 5, 9, 1]",12,38
83,training,[],40.0,3,13461.0,"[11, 12, 8, 7, 3, 4, 10, 6, 5, 9]",10,48
83,training,[],14.0,4,12945.0,"[8, 7, 12, 11, 4, 3, 2, 10, 9, 1]",10,16
83,training,[],30.0,5,10115.0,"[8, 7, 12, 11, 4, 3, 2, 1]",8,52
83,training,[],34.0,6,9819.0,"[8, 7, 12, 11, 4, 3, 10, 9]",8,46
83,training,[],16.0,7,13055.0,"[8, 7, 12, 11, 4, 3, 10, 9]",8,12
83,training,[],38.0,8,8887.0,"[12, 11, 7, 8, 3, 4]",6,53
83,training,[],24.0,9,11117.0,"[8, 7, 12, 11, 4, 3]",6,55
83,test,[],32.0,10,9300.0,"[12, 11, 7, 8, 3, 4]",6,5
83,test,[],12.0,11,13526.0,"[11, 12, 8, 7, 3, 4, 6, 2, 1, 5]",10,14
83,test,[],44.0,12,9586.0,"[8, 7, 12, 11, 4, 3]",6,1
83,test,[],44.0,13,12148.0,"[12, 11, 7, 8, 3, 4, 2, 10]",8,4
83,test,[],48.0,14,9408.0,"[8, 7, 12, 11, 4, 3]",6,58
83,test,[],18.0,15,13148.0,"[8, 7, 12, 11, 4, 3, 10, 2]",8,27
83,test,[],15.0,16,12580.0,"[8, 7, 12, 11, 4, 3, 6, 2, 10, 5, 1]",11,31
83,test,[],41.0,17,9677.0,"[12, 11, 8, 7, 3]",5,39
83,test,[],48.0,18,11559.0,"[8, 7, 11, 12, 10, 6]",6,7
83,test,[],42.0,19,9799.0,"[8, 7, 12, 4, 3, 11]",6,8
83,test,[],52.0,20,8642.0,"[8, 7]",2,18
83,test,[],34.0,21,10664.0,"[12, 11, 8, 7, 3, 4]",6,19
83,test,[],58.0,22,9554.0,"[8, 7]",2,22
83,test,[],42.0,23,9623.0,"[12, 11]",2,17
83,test,[],38.0,24,11788.0,"[8, 7, 11, 12, 9, 5]",6,34
83,test,[],24.0,25,9501.0,"[8, 7, 11, 12, 4, 3]",6,11
83,test,[],46.0,26,8797.0,"[12, 11]",2,40
83,test,[],42.0,27,10039.0,"[8, 7, 12, 11, 4, 3]",6,26
83,test,[],36.0,28,8862.0,"[8, 7, 12, 11]",4,41
83,test,[],35.0,29,8942.0,"[8, 7, 12]",3,24
84,training,"[0, 0, 0, 0]",39.0,0,25683.0,"[9, 1, 5]",3,49
84,training,"[0, 0, 0]",42.0,1,20077.0,"[4, 3]",2,29
84,training,"[0, 0, 0]",-16.0,2,11940.0,"[11, 8]",2,28
84,training,"[0, 0, 0, 0]",23.0,3,12440.0,"[10, 2, 7]",3,23
84,training,"[0, 0]",21.0,4,11028.0,[3],1,59
84,training,"[0, 0]",23.0,5,9841.0,[12],1,18
84,training,"[0, 0, 0]",58.0,6,12036.0,"[11, 7]",2,22
84,training,"[0, 0]",51.0,7,10414.0,[8],1,36
84,training,"[0, 0, 0]",20.0,8,10736.0,"[10, 3]",2,7
84,training,"[0, 0, 0, 0, 0]",50.0,9,11155.0,"[4, 3, 7, 8]",4,43
84,test,"[0, 0]",55.0,10,14817.0,[4],1,33
84,test,"[0, 0]",43.0,11,11952.0,[12],1,17
84,test,"[0, 0, 0, 0, 0]",44.0,12,13368.0,"[11, 7, 8, 12]",4,56
84,test,"[0, 0, 0, 0, 0, 0, 0]",50.0,13,15538.0,"[12, 4, 3, 7, 8, 11]",6,4
84,test,"[0, 0, 0]",36.0,14,9366.0,"[4, 3]",2,52
84,test,"[0, 0, 0, 0, 0, 0]",49.0,15,12236.0,"[4, 3, 7, 8, 12]",5,51
84,test,"[0, 0]",41.0,16,9029.0,[11],1,46
84,test,"[0, 0]",43.0,17,10623.0,[11],1,2
84,test,"[0, 0, 0, 0, 0]",38.0,18,13726.0,"[4, 3, 7, 6]",4,25
84,test,"[0, 0, 0]",44.0,19,9861.0,"[4, 3]",2,39
84,test,"[0, 0, 0, 0]",47.0,20,13443.0,"[4, 3, 7]",3,30
84,test,"[0, 0, 0]",46.0,21,9165.0,"[12, 11]",2,15
84,test,"[0, 0, 0, 0]",49.0,22,12704.0,"[4, 3, 7]",3,50
84,test,"[0, 0, 0, 0, 0, 0]",49.0,23,10682.0,"[12, 11, 4, 3, 7]",5,13
84,test,"[0, 0, 0, 0, 0, 0]",-37.0,24,11837.0,"[8, 7, 3, 4, 11]",5,11
84,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",32.0,25,17622.0,"[4, 3, 7, 8, 12, 10, 9, 11]",8,19
84,test,"[0, 0, 0, 0, 0, 0, 0]",42.0,26,12195.0,"[11, 12, 8, 7, 4, 3]",6,26
84,test,"[0, 0, 0, 0, 0, 0, 0, 0]",23.0,27,16391.0,"[4, 3, 7, 8, 12, 11, 10]",7,55
84,test,"[0, 0, 0]",54.0,28,12475.0,"[4, 2]",2,54
84,test,"[0, 0, 0]",52.0,29,11060.0,"[4, 2]",2,44
85,training,[],6.0,0,46329.0,"[1, 9, 5, 10, 11, 12, 8, 6, 7, 2, 4, 3]",12,15
85,training,[],48.0,1,16017.0,"[5, 6, 7, 8, 1, 2, 3, 4, 9, 10, 12, 11]",12,0
85,training,[],37.0,2,11742.0,"[5, 1, 9, 11, 12, 7, 8, 4, 3]",9,39
85,training,[],49.0,3,10290.0,"[9, 1, 5, 7, 8, 11, 12, 4, 3]",9,23
85,training,[],41.0,4,10661.0,"[3, 12, 11]",3,53
85,training,[],51.0,5,9613.0,"[7, 8, 11]",3,58
85,training,[],46.0,6,15835.0,"[4, 11]",2,7
85,training,[],24.0,7,12485.0,"[4, 3, 7, 8, 12, 11]",6,11
85,training,[],19.0,8,20802.0,"[4, 3, 7, 8, 12, 11, 1, 5, 9, 2, 10]",11,32
85,training,[],44.0,9,16649.0,"[4, 3, 7, 8, 12, 11, 6, 2]",8,44
85,test,[],44.0,10,10855.0,"[4, 3, 7, 8, 11, 12, 10, 6]",8,49
85,test,[],50.0,11,8483.0,"[4, 3, 7, 8, 12, 11]",6,57
85,test,[],48.0,12,9811.0,"[4, 3, 7, 8, 11, 12]",6,43
85,test,[],14.0,13,10574.0,"[4, 3, 7, 8, 12, 11, 10, 2, 1, 9]",10,16
85,test,[],34.0,14,10520.0,"[4, 3, 7, 8, 12, 11, 6, 2, 5, 1]",10,29
85,test,[],42.0,15,9354.0,"[4, 3, 7, 8, 12, 11]",6,56
85,test,[],16.0,16,10184.0,"[4, 3, 7, 8, 12, 11]",6,3
85,test,[],40.0,17,11569.0,"[4, 3, 7, 8, 12, 11, 1, 2]",8,26
85,test,[],52.0,18,9489.0,"[4, 3, 7, 8, 12, 11]",6,9
85,test,[],42.0,19,8604.0,"[4, 3, 7, 8, 12, 11]",6,8
85,test,[],34.0,20,10150.0,"[4, 3, 7, 8, 12, 11, 5, 9]",8,48
85,test,[],32.0,21,9741.0,"[4, 3, 7, 8, 12, 11]",6,6
85,test,[],33.0,22,10998.0,"[4, 3, 7, 8, 12, 11, 10]",7,19
85,test,[],20.0,23,15190.0,"[4, 3, 7, 8, 12, 11, 10, 9, 5, 6]",10,46
85,test,[],36.0,24,11095.0,"[11, 12, 4, 3, 7, 8, 2, 6, 5, 1]",10,25
85,test,[],42.0,25,10713.0,"[4, 3, 7, 8, 12, 11, 9, 1, 2, 10]",10,41
85,test,[],16.0,26,18092.0,"[4, 3, 7, 8, 12, 11, 2, 10, 1, 9]",10,27
85,test,[],28.0,27,10936.0,"[11, 4, 3, 7, 8, 12, 10, 6]",8,38
85,test,[],44.0,28,10306.0,"[4, 3, 7, 8, 12, 11, 2, 10, 1, 9]",10,21
85,test,[],18.0,29,9418.0,"[4, 3, 7, 8, 12, 11]",6,12
86,training,"[3, 0, 0, 3, 0, 3, 2, 0]",37.0,0,45213.0,"[5, 7, 8, 6, 11, 12, 4]",7,17
86,training,"[3, 0, 0, 0, 0, 0, 0, 4]",23.0,1,29964.0,"[9, 11, 12, 7, 8, 3, 4]",7,32
86,training,"[0, 0, 0, 0, 0, 3, 3, 0]",51.0,2,20508.0,"[11, 12, 8, 7, 3, 4, 1]",7,9
86,training,"[0, 0, 3, 3, 3]",38.0,3,26078.0,"[11, 12, 9, 10]",4,48
86,training,"[0, 3, 3, 0]",45.0,4,16803.0,"[11, 12, 9]",3,15
86,training,"[0, 0, 0, 0, 0, 0, 3, 0]",23.0,5,20230.0,"[7, 8, 11, 12, 4, 3, 9]",7,45
86,training,"[0, 0, 0, 0, 0, 0, 3, 0]",31.0,6,15161.0,"[11, 12, 7, 8, 3, 4, 1]",7,52
86,training,"[0, 0, 0]",46.0,7,10736.0,"[4, 3]",2,26
86,training,"[0, 0]",55.0,8,9014.0,[11],1,4
86,training,"[0, 0]",37.0,9,9986.0,[11],1,6
86,test,"[0, 0, 0, 0]",51.0,10,10438.0,"[11, 12, 7]",3,28
86,test,"[0, 0, 0, 0, 0, 0, 0]",6.0,11,16715.0,"[11, 12, 4, 3, 7, 8]",6,31
86,test,"[0, 0, 0, 0, 0]",56.0,12,9076.0,"[11, 12, 8, 7]",4,22
86,test,"[0, 0, 0, 0, 0, 0, 0]",18.0,13,9991.0,"[4, 3, 7, 8, 12, 11]",6,12
86,test,"[0, 0]",53.0,14,9168.0,[11],1,58
86,test,"[0, 0, 0]",36.0,15,10461.0,"[11, 12]",2,24
86,test,"[0, 0, 0, 0, 0, 0, 0]",16.0,16,16185.0,"[7, 8, 12, 11, 4, 3]",6,3
86,test,"[0, 0, 0, 0, 0, 0, 0]",24.0,17,10022.0,"[11, 12, 8, 7, 3, 4]",6,11
86,test,"[0, 0, 0, 0]",41.0,18,10087.0,"[7, 8, 11]",3,2
86,test,"[0, 0, 0, 0, 0, 0, 0]",38.0,19,11856.0,"[4, 3, 7, 8, 12, 11]",6,53
86,test,"[0, 0]",39.0,20,10520.0,[11],1,41
86,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",14.0,21,12445.0,"[11, 12, 8, 7, 3, 4, 1, 5]",8,14
86,test,"[0, 0, 0]",50.0,22,9899.0,"[11, 12]",2,49
86,test,"[0, 0, 0]",40.0,23,9195.0,"[12, 11]",2,54
86,test,"[0, 0]",53.0,24,8555.0,[4],1,44
86,test,"[0, 0]",59.0,25,10917.0,[4],1,0
86,test,"[0, 0, 0, 0, 0, 0]",41.0,26,10188.0,"[11, 12, 8, 7, 3]",5,39
86,test,"[0, 0, 0, 0]",45.0,27,8516.0,"[4, 11, 12]",3,56
86,test,"[0, 0, 0]",54.0,28,9519.0,"[12, 11]",2,42
86,test,"[0, 0, 0, 0, 0]",48.0,29,8962.0,"[11, 4, 3, 7]",4,50
87,training,"[2, 3, 3]",44.0,0,28786.0,"[6, 7]",2,25
87,training,"[0, 3, 3, 0]",41.0,1,27399.0,"[12, 9, 5]",3,17
87,training,"[3, 2, 0, 0, 0]",44.0,2,23553.0,"[1, 4, 8, 12]",4,8
87,training,"[0, 0]",47.0,3,9589.0,[8],1,59
87,training,"[0, 0, 0]",52.0,4,11191.0,"[12, 11]",2,51
87,training,"[0, 0, 0, 0, 0, 0, 5]",6.0,5,18832.0,"[12, 11, 4, 3, 7, 8]",6,31
87,training,"[0, 3, 0]",46.0,6,13600.0,"[12, 9]",2,7
87,training,"[0, 0, 0, 0]",37.0,7,10546.0,"[4, 3, 7]",3,42
87,training,"[0, 3, 0]",42.0,8,14331.0,"[8, 5]",2,29
87,training,"[0, 0, 0, 0, 0, 0, 4]",14.0,9,18406.0,"[4, 11, 12, 8, 7, 3]",6,27
87,test,"[0, 0, 0, 0, 0, 0, 0]",36.0,10,14096.0,"[4, 11, 12, 8, 5, 9]",6,48
87,test,"[0, 0, 0, 0, 0, 0, 0, 0]",49.0,11,14249.0,"[11, 7, 8, 3, 4, 1, 9]",7,54
87,test,"[0, 0, 0, 0, 0, 0]",55.0,12,12010.0,"[4, 11, 12, 9, 2]",5,47
87,test,"[0, 0, 0, 0, 0, 0, 0, 0]",35.0,13,14203.0,"[7, 11, 12, 4, 3, 9, 5]",7,49
87,test,"[0, 0, 0, 0, 0, 0, 0, 0]",39.0,14,13058.0,"[4, 11, 12, 8, 7, 3, 1]",7,39
87,test,"[0, 0, 0, 0, 0, 0, 0]",54.0,15,12325.0,"[11, 12, 4, 3, 7, 8]",6,0
87,test,"[0, 0, 0, 0, 0, 0, 0]",44.0,16,11028.0,"[4, 11, 12, 7, 5, 9]",6,30
87,test,"[0, 0, 0, 0, 0, 0, 0]",48.0,17,12203.0,"[4, 11, 12, 7, 8, 3]",6,13
87,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",44.0,18,15258.0,"[11, 12, 4, 3, 7, 8, 6, 9]",8,36
87,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",27.0,19,17351.0,"[4, 11, 12, 8, 7, 3, 5, 9, 1]",9,38
87,test,"[0, 0, 0, 0, 0, 0, 0]",18.0,20,39024.0,"[4, 11, 12, 7, 3, 8]",6,12
87,test,"[0, 0, 0, 0, 0, 0, 0, 0]",47.0,21,16240.0,"[11, 12, 4, 1, 9, 10, 2]",7,21
87,test,"[0, 0, 0, 0, 0, 0, 0]",48.0,22,11109.0,"[4, 11, 12, 7, 8, 3]",6,58
87,test,"[0, 0, 0, 0, 0, 0, 0]",24.0,23,10316.0,"[11, 12, 8, 7, 3, 4]",6,11
87,test,"[0, 0, 0, 0, 0, 0, 0]",42.0,24,10345.0,"[11, 12, 8, 7, 3, 4]",6,40
87,test,"[0, 0, 0, 0, 0, 0, 0]",30.0,25,11644.0,"[4, 11, 12, 8, 7, 3]",6,10
87,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",52.0,26,12226.0,"[4, 11, 12, 7, 3, 8, 1, 9]",8,37
87,test,"[0, 0, 0, 0, 0, 0, 0]",44.0,27,10446.0,"[4, 11, 12, 8, 7, 3]",6,1
87,test,"[0, 0, 0, 0, 0, 0, 0]",10.0,28,12606.0,"[4, 3, 11, 12, 7, 8]",6,14
87,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",45.0,29,12214.0,"[4, 11, 12, 8, 7, 3, 1, 5, 9]",9,18
88,training,[0],18.0,0,23863.0,[],0,16
88,training,[0],-26.0,1,11977.0,[],0,44
88,training,[0],18.0,2,11998.0,[],0,4
88,training,[0],24.0,3,16907.0,[],0,49
88,training,[0],14.0,4,13596.0,[],0,35
88,training,[0],-56.0,5,13332.0,[],0,11
88,training,[0],22.0,6,13054.0,[],0,32
88,training,"[0, 0]",43.0,7,22161.0,[7],1,34
88,training,"[0, 0]",29.0,8,18592.0,[11],1,45
88,training,"[0, 0, 0, 0, 0, 0, 0]",48.0,9,19812.0,"[3, 4, 12, 8, 7, 11]",6,28
88,test,"[0, 0]",25.0,10,14119.0,[4],1,27
88,test,"[0, 0]",43.0,11,11406.0,[12],1,36
88,test,"[0, 0, 0, 0, 0, 0, 0]",24.0,12,17826.0,"[8, 7, 4, 3, 12, 11]",6,55
88,test,"[0, 0, 0, 0, 0]",38.0,13,12599.0,"[12, 11, 4, 3]",4,25
88,test,"[0, 0]",43.0,14,10334.0,[8],1,29
88,test,"[0, 0]",51.0,15,10743.0,[3],1,41
88,test,"[0, 0, 0, 0, 0, 0]",51.0,16,14542.0,"[4, 8, 7, 11, 12]",5,57
88,test,"[0, 0]",47.0,17,10377.0,[7],1,59
88,test,"[0, 0, 0, 0]",53.0,18,11858.0,"[8, 3, 4]",3,33
88,test,"[0, 0, 0]",36.0,19,11655.0,"[12, 8]",2,5
88,test,"[0, 0, 0, 0, 0, 0, 0]",18.0,20,16370.0,"[3, 4, 12, 11, 7, 8]",6,12
88,test,"[0, 0, 0, 0, 0, 0, 0, 0]",13.0,21,12667.0,"[1, 3, 4, 12, 8, 7, 11]",7,38
88,test,"[0, 0, 0]",46.0,22,11726.0,"[4, 3]",2,26
88,test,"[0, 0, 0, 0, 0]",32.0,23,11575.0,"[12, 11, 7, 8]",4,10
88,test,"[0, 0, 0, 0, 0]",36.0,24,13370.0,"[4, 3, 12, 7]",4,42
88,test,"[0, 0, 0, 0]",45.0,25,11778.0,"[11, 4, 12]",3,56
88,test,"[0, 0, 0, 0, 0, 0]",39.0,26,12916.0,"[8, 7, 4, 3, 12]",5,17
88,test,"[0, 0, 0]",44.0,27,11191.0,"[11, 3]",2,39
88,test,"[0, 0, 0, 0, 0, 0]",17.0,28,12979.0,"[4, 8, 3, 12, 11]",5,3
88,test,"[0, 0, 0, 0, 0, 0]",33.0,29,12026.0,"[7, 8, 3, 4, 12]",5,24
89,training,[0],24.0,0,26995.0,[],0,24
89,training,"[0, 0]",-31.0,1,10957.0,[5],1,39
89,training,"[0, 0]",23.0,2,11484.0,[1],1,31
89,training,"[0, 0]",29.0,3,8174.0,[9],1,46
89,training,"[0, 0]",-49.0,4,9105.0,[1],1,51
89,training,"[0, 0]",-15.0,5,9068.0,[1],1,28
89,training,[0],22.0,6,8137.0,[],0,3
89,training,[0],36.0,7,7658.0,[],0,22
89,training,[0],-30.0,8,9345.0,[],0,17
89,training,"[0, 0]",23.0,9,9723.0,[9],1,49
89,test,[0],-20.0,10,8377.0,[],0,4
89,test,[0],-36.0,11,8363.0,[],0,38
89,test,"[0, 0]",-31.0,12,9640.0,[5],1,55
89,test,"[0, 0]",-51.0,13,8538.0,[1],1,0
89,test,[0],-38.0,14,10894.0,[],0,12
89,test,[0],-50.0,15,11258.0,[],0,56
89,test,[0],22.0,16,9296.0,[],0,14
89,test,[0],-48.0,17,7315.0,[],0,16
89,test,"[0, 0]",-13.0,18,7315.0,[1],1,10
89,test,[0],46.0,19,8411.0,[],0,25
89,test,"[0, 0]",-51.0,20,8680.0,[1],1,32
89,test,[0],-54.0,21,8326.0,[],0,27
89,test,"[0, 0]",-31.0,22,7284.0,[9],1,54
89,test,[0],30.0,23,9368.0,[],0,50
89,test,"[0, 0]",-41.0,24,10391.0,[1],1,33
89,test,"[0, 0, 0, 0]",-39.0,25,8287.0,"[9, 1, 5]",3,11
89,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",36.0,26,11192.0,"[9, 1, 5, 6, 7, 8, 3, 2, 4, 11, 10, 12]",12,26
89,test,"[0, 0, 0, 0, 0, 0, 0]",42.0,27,9860.0,"[1, 2, 3, 7, 8, 12]",6,8
89,test,"[0, 0, 0]",46.0,28,9809.0,"[12, 11]",2,40
89,test,"[0, 0]",-61.0,29,11330.0,[9],1,9
90,training,[],30.0,0,30165.0,[],0,32
90,training,[],19.0,1,50335.0,[1],1,43
90,training,[],-48.0,2,126989.0,[],0,21
90,training,[],-36.0,3,108228.0,[],0,9
90,training,[],-55.0,4,105381.0,[5],1,27
90,training,[],32.0,5,15442.0,[],0,57
90,training,[],11.0,6,28772.0,[12],1,31
90,training,[],-27.0,7,44887.0,[7],1,44
90,training,[],35.0,8,10394.0,[11],1,47
90,training,[],35.0,9,11637.0,[8],1,38
90,test,[],16.0,10,20106.0,"[3, 11]",2,48
90,test,[],19.0,11,17030.0,"[11, 3, 4]",3,56
90,test,[],53.0,12,11035.0,[8],1,13
90,test,[],50.0,13,10545.0,"[11, 12]",2,49
90,test,[],54.0,14,9979.0,"[3, 4]",2,54
90,test,[],9.0,15,12805.0,"[11, 7, 8]",3,26
90,test,[],10.0,16,16730.0,"[4, 12, 11, 3, 7, 8]",6,14
90,test,[],44.0,17,10747.0,"[4, 12, 3, 7]",4,59
90,test,[],52.0,18,10276.0,"[4, 11]",2,58
90,test,[],16.0,19,12344.0,"[12, 7, 8, 4]",4,1
90,test,[],41.0,20,11567.0,[3],1,18
90,test,[],18.0,21,17972.0,"[11, 12, 8, 7, 3, 4]",6,16
90,test,[],55.0,22,14892.0,[3],1,20
90,test,[],41.0,23,9861.0,[11],1,46
90,test,[],39.0,24,11782.0,"[8, 4, 3]",3,37
90,test,[],54.0,25,9330.0,"[12, 11]",2,4
90,test,[],47.0,26,15560.0,"[3, 8, 12, 11, 7]",5,50
90,test,[],24.0,27,18754.0,"[4, 12, 7, 8, 3, 11]",6,11
90,test,[],39.0,28,9159.0,[11],1,41
90,test,[],53.0,29,8664.0,[8],1,7
91,training,[],50.0,0,24784.0,"[5, 1, 9, 10, 12, 11]",6,4
91,training,[],48.0,1,15299.0,"[9, 1, 2, 5, 6, 8]",6,43
91,training,[],33.0,2,24525.0,"[5, 1, 2, 9, 10, 11, 4, 3, 6, 8, 7]",11,53
91,training,[],26.0,3,52723.0,"[5, 6, 7, 8, 3, 11, 9, 10, 1, 2]",10,57
91,training,[],35.0,4,19041.0,"[9, 1, 5, 10, 6, 2, 4, 3, 11]",9,17
91,training,[],10.0,5,25991.0,"[9, 1, 5, 6, 7, 8, 10, 11, 12, 4, 3, 2]",12,14
91,training,[],26.0,6,21177.0,"[9, 10, 1, 2, 3, 4, 5, 6, 8, 7]",10,10
91,training,[],43.0,7,10085.0,"[7, 4, 11]",3,25
91,training,[],24.0,8,12372.0,"[11, 12, 8, 7, 3, 4]",6,55
91,training,[],46.0,9,17102.0,"[4, 11]",2,18
